FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
A,Annual,EST,Estonia,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11615.5842,10813.3148,10549.8569,9186.9541,9013.4895,8535.0938,8689.9944,8759.0664,8732.596,8990.8869,9074.66,8981.2347,9276.9551,9308.8772,9289.4074,9371.9636,9649.0043,9503.8408,9662.1364,9600.9698,9671.8578,9763.0182,9920.6671,10013.422,9718.5425,9709.6325,9580.2646,9464.4474,9405.0002,9438.3414
A,Annual,ETH,Ethiopia,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83444.3286,84163.8777,84462.4342,87012.5846,89105.1028,94704.6057,94389.0843,90838.2156,104194.7773,113249.918,110886.6841,112565.1717,116289.4882,120704.1891,130345.5232,133849.4224,137986.2771,142796.53,142324.8927,146840.36,149696.1573,153643.4139,156040.2627,159578.859,162113.1121,163530.5712,173466.4232,181016.5533,174617.9231
A,Annual,FIN,Finland,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,8318.0252,8608.8549,8767.1819,8750.5887,8445.4025,8353.2508,8277.3393,8351.9202,7960.9697,19095.826,19139.3374,19074.3774,19346.4862,19359.476,19116.8461,19305.5163,19327.4592,19612.4346,19374.6725,19348.8879,19204.0034,19393.2479,19120.4892,19015.219,19100.0031,19079.0568,18866.8268,18500.955,18847.1223,28862.1222,28060.1371,27639.4677,27949.5759,28337.7124,27871.2375,28618.7903,28438.1619,28743.6163,29048.2162,29248.657,51093.9117,51558.3331,52507.1408,52111.6062,50825.4766,52133.0713,51940.2189,50407.9351,50306.3193,51267.4047,34951.4299,34278.1446,34735.9078,34521.9649,33852.3909,26651.8289,26577.2466,26997.7492,26928.1022,26820.1306,27225.2835
A,Annual,FJI,Fiji,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,421.372,431.2354,435.8858,456.8681,444.0232,440.4387,487.1049,505.4062,530.627,543.1706,555.2208,572.4093,585.8149,625.359,637.4955,656.2298,684.0893,666.1779,9770.4169,10081.6106,10113.313,10115.6975,10113.7549,10155.7487,10177.6797,10190.7741,10080.6516,10161.2092,10408.1647,1172.2086,1198.2493,1199.7862,1261.321,1312.3596,1401.3999,1392.6574,1404.0913,1371.7687,1326.3542,1316.0604,1364.9539,1343.7101,1317.1158,1349.1904,1354.6974,1359.1352,1364.1722,1381.7476,1371.229,1359.774,1344.5848,1346.9916,1368.5447,850.1474,850.2426,853.549,915.9224,942.4836,1036.6727,937.5966,884.5435
A,Annual,FLK,Falkland Islands,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,10456.8811,10456.8811,10456.8811,10456.8811,10456.8811,10456.8811,12200.3947,10456.8811,10456.8811,10456.8811,10456.8811,12200.3947,12200.3947,12200.3947,12200.3947,12200.3947,12200.3947,12200.3947,11506.7685,11767.7151,6578.1618,6578.0351,6578.0349,6578.0467,6578.0025,6578.5851,6578.9907,6579.681,6579.2177,6577.039,6574.5483,6568.0806,6565.8846,6564.6239,6565.2884,6560.2857,6560.8779,6559.7695,6559.3405,6558.974,6559.4088,6559.5329,6560.2869,6560.6882,6560.7201,6560.7795,6560.8595,6560.8775,6560.7297,6560.9334,6560.5812,6559.6333
A,Annual,FRA,France,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,74632.6466,77461.3069,76675.5206,76227.5356,77214.4248,78469.5973,81478.583,83463.7161,82617.2174,102988.7972,103322.0525,104922.2398,109579.9154,111080.3545,111862.0505,112791.4214,113010.2888,114849.8694,115434.3943,115415.9684,114908.2641,114538.5878,115083.8419,115833.7648,114213.5199,114156.7027,110583.0469,108484.0339,108460.9108,170576.1606,182104.4004,175906.6928,173963.2573,170349.8831,173761.728,179199.1704,178564.2107,187197.1545,196532.3252,202012.0526,201992.9502,202848.3592,201676.7351,201899.0963,193237.7685,192751.511,196667.7746,193275.184,190489.8611,194316.8137,192453.2926,192427.5232,191229.9738,184879.2405,189348.0356,184574.0071,185253.8441,180960.1293,171706.7205,168276.7716,171719.0672
A,Annual,FRO,Faroe Islands,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,32.2485,32.524,30.3616,30.6578,30.8381,31.2926,30.4842,30.4437,30.0506,30.6184,29.3249,29.67,29.2237,28.8489,28.4362,29.6095,29.5367,28.6553,27.8611,28.0319,27.8083,27.6349,27.8979,27.7915,27.1886,27.0725,27.5354,27.6248,27.5968,672.7718,656.8794,652.8772,613.8666,634.8355,622.7295,639.2136,625.2704,631.7315,630.926,671.6388,730.1636,699.4376,689.1858,712.9172,700.0813,662.0666,660.5628,599.1435,580.1384,623.6702,585.3471,617.0028,662.402,638.3828,660.7785,644.9244,712.7372,715.4608,685.5261,677.7453,705.0388
A,Annual,FSM,"Micronesia, Fed. Sts.",FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.4404,383.3381,384.3079,384.172,440.7989,442.4932,443.822,453.8307,446.5286,442.0407,439.0911,436.1104,437.2855,433.5112,429.2634,429.2705,433.3326,429.4149,438.9696,431.4733,85.0575,87.143,90.2423,90.2807,91.0667,92.0178,91.2004,92.0371,93.6198,94.4281,96.2991
A,Annual,GAB,Gabon,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,48.3904,49.1228,50.1022,52.09,54.3202,56.5071,57.0752,57.9783,53.3123,53.1168,55.9523,59.4149,61.9156,62.9103,66.5317,80.3687,96.0125,107.3129,98.8288,97.2328,106.8459,110.6647,111.0063,111.5682,125.7984,148.144,147.1219,152.7641,161.3536,4082.2247,4114.046,4119.6878,4135.9524,4134.7157,4152.9114,4103.5969,4146.8931,4139.7333,4180.1478,4138.7834,3593.2068,3701.2507,3738.8276,3915.5027,3842.0986,3900.139,3912.9587,4004.5615,3860.504,3967.3478,7387.2284,7350.6204,7424.2964,7345.9384,7379.9106,7481.9141,7459.0161,7362.0677,7482.5013,7372.6021,7424.0349
A,Annual,GBR,United Kingdom,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,52170.0648,50520.1322,50312.941,50390.8744,51985.4656,52723.6188,53617.0767,52688.6716,52052.8792,77984.5871,78481.5796,79877.1246,83062.9264,82680.1053,80099.2519,77833.9927,75448.5759,74505.9632,75325.8578,72224.4968,71757.4845,74258.5545,74868.4673,74873.0427,73641.4391,77780.9021,76277.0994,75860.8082,76495.9148,176621.2753,176210.8,175859.4849,168942.8941,167863.1402,165708.4359,169012.6897,164053.122,167846.2376,161557.1826,159271.361,157326.2871,156196.1458,155529.4269,156566.5584,165757.4684,165742.711,152341.0556,150337.5779,143750.5654,146748.0786,143831.2573,146980.2735,145567.9848,141901.7658,138805.0618,136525.0039,134985.0632,133177.5421,131406.0603,126592.0452,129106.2346
A,Annual,GEO,Georgia,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5877.7337,4979.0348,4077.8443,3670.7122,3729.4801,4088.3615,4289.64,4387.8641,4543.1819,4238.8497,4374.8764,4525.5127,4731.9416,5181.3743,5224.8854,5312.8518,5249.2576,5062.7903,4787.152,5163.1728,5638.8797,5331.3447,5448.947,5093.7416,5227.4424,5180.0834,5060.839,5220.9133,5469.8707,5472.0511
A,Annual,GHA,Ghana,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,1250.856,1353.4775,1443.3403,1674.6684,1748.5778,1796.8866,1934.1917,2028.3876,2146.527,2225.3953,2261.0743,2413.761,2356.153,11843.106,11824.8631,12234.1852,11802.3715,11829.42,12262.3416,12063.0744,12091.9433,12172.9801,11264.4009,12710.2564,12251.3154,12176.2901,12122.9555,12114.1646,12876.4617,34404.4939,34829.5075,34644.5504,34745.3828,34989.919,35166.2231,35920.4817,36652.3177,38358.1799,36828.0118,38239.94,37468.255,37399.0529,37754.6389,37213.6941,39087.0199,38910.7745,38581.2137,38661.2113,38842.0843,39380.8115,19453.3824,19396.5493,20359.7807,20241.5508,21072.8501,17035.0086,17474.9893,17541.4894,17936.2004,19512.3324,18787.2873
A,Annual,GIB,Gibraltar,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0605,36.2286,43.1671,41.5308,56.6704,59.7866,49.6003,51.1177,49.7864,54.3035,54.0144,52.8794,52.4139,50.0313,56.2817,55.8161,60.112,55.6435,55.2033,62.3913,62.6976,61.1683,63.585,66.8455,72.2738,76.7322,83.6273,90.2961,96.6976,102.1626,101.1229,98.0298
A,Annual,GIN,Guinea,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,2223.8672,2303.7187,2381.5327,2466.3256,2542.9275,2626.8939,2577.8458,2600.3695,2552.1717,2581.3513,2607.4463,2662.6489,2794.2086,2909.3538,3015.7834,3120.5715,3163.4959,3203.8142,3254.8778,3294.731,3352.5412,3422.1476,3464.452,3507.6046,3264.1103,2771.4176,3130.2721,3451.9551,3683.2432,18185.1546,18505.8708,18797.8594,19065.8487,19430.111,19780.0348,19197.6424,19532.0489,20840.6752,20325.1279,20714.5745,21572.7097,22625.8044,22900.8795,22831.4987,24274.1924,24581.8383,24832.5346,25409.5648,25714.3144,27834.1668,28778.2095,30053.5481,30349.9786,30621.4327,30929.2071,34479.005,34405.5433,34194.2529,35244.638,35992.6376,35893.7478
A,Annual,GLP,Guadeloupe,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,155.7351,165.3588,175.3873,173.6758,172.6875,171.969,180.8372,181.1483,180.5862,181.8384,191.3298,193.9674,196.856,193.0666,206.5563,231.6965,249.209,250.4684,244.3905,339359.8907,333778.2734,332025.8418,319824.076,354386.1815,269119.7012,253081.7994,198488.3473,231015.7671,224853.264,346.0629,345.1718,342.1654,316.2362,321.7373,326.1015,371.4089,374.804,444.9116,415.8699,427.7516,446.2358,455.6465,436.0568,431.5474,432.1371,420.4623,277.9202,238.0306,228.1454,259.0749,125.5067,127.5771,130.0887,132.7792,134.971,181.4385,183.9965,185.9781,188.0787,190.0999,188.3866
A,Annual,GMB,"Gambia, The",FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,426.7113,448.5162,472.791,493.5887,507.969,522.0739,469.4633,571.9667,573.0108,609.9593,629.197,609.5781,586.01,617.3342,629.6679,644.7654,650.5351,669.1391,634.4901,670.1716,719.5971,728.9333,638.0194,595.787,637.6258,665.9294,676.4722,709.6619,683.6759,1499.1651,1533.8303,1521.234,1502.1789,1542.9537,1562.319,1624.1193,1606.3565,1601.1779,1704.765,1697.0725,1503.1217,1496.0669,1591.6258,1685.6791,1732.354,1785.2606,1783.2978,1902.8548,2240.6754,2327.8826,1965.6994,2047.138,2126.4911,2221.2583,2364.0428,2228.9656,2228.6149,2167.2575,2285.1852,2299.3561,2304.9024
A,Annual,GNB,Guinea-Bissau,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,548.2646,556.4114,556.5023,588.1014,546.0028,515.8205,494.9173,484.4697,484.0413,485.2543,497.1243,513.985,533.4531,579.0795,644.6922,693.7827,687.5084,663.3786,676.993,691.4649,777.871,899.8329,863.2228,831.8603,759.136,771.6582,790.2848,818.794,874.3696,3252.1237,3281.2875,3318.3676,3339.1212,3364.0982,3394.6479,3041.083,3058.0425,3297.9359,3655.5769,3379.8268,3669.1137,3827.4119,3806.5833,3692.5323,3587.4468,3967.5429,3972.2123,3807.2752,3803.8085,3956.9522,3862.2065,4416.583,4108.8457,4185.4422,4377.7944,4009.3397,3936.7849,4011.7971,4090.0634,4149.5855,3966.7285
A,Annual,GNQ,Equatorial Guinea,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,14.5754,14.6248,14.2905,14.1225,15.0746,12.8106,18.6651,18.5421,18.865,20.3192,20.6632,20.9902,15.2405,16.0362,16.6064,16.7428,16.916,23.1657,24.7302,24.8586,24.9239,19.2545,20.1145,18.6437,18.9184,20.016,20.8111,22.2165,26.5624,9667.9534,9669.7899,9676.3149,9672.2528,9674.1922,9677.8997,9686.6586,9701.1364,9694.6955,9710.5584,9736.74,4021.47,4053.3375,4070.1446,4087.854,4114.5892,4135.5712,4147.6415,4158.4325,4171.6636,4185.0265,4199.9724,4226.6784,4264.1344,4300.2069,4327.4881,4358.6616,4372.1997,4372.7855,4418.9018,4444.8389,4446.8748
A,Annual,GRC,Greece,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,9758.8834,9709.4218,9657.9524,9565.169,9283.9943,9249.9591,9452.8135,9610.7405,9426.3616,20262.5386,20363.7993,20741.0986,21574.5699,22291.8748,22519.8358,22136.1532,22061.6708,22377.0603,22361.4518,22247.737,22192.4797,22198.4453,22649.501,22934.5005,23298.5807,22893.536,22999.0989,23666.8476,23801.3521,29306.5182,29407.0525,29877.4166,29562.2974,29855.3209,29584.6582,29840.3018,30064.6462,30433.5174,30517.4863,31991.8227,32240.0173,30487.634,34451.9747,31393.6467,31601.0252,31414.8093,32798.6614,32648.7832,31202.6187,31198.9633,30366.5222,28848.9604,29509.7983,26440.0759,25236.9095,24687.4303,24581.9414,23529.1921,23658.102,22440.3371,22860.1401
A,Annual,GRD,Grenada,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,19.2631,17.5201,19.8632,19.7051,20.2561,20.6604,19.6599,20.3352,19.0506,20.0604,20.4574,18.2149,19.0653,17.973,16.3047,19.1426,20.7217,22.6743,22.6358,25.1512,26.0909,27.8583,26.1576,26.1166,23.6228,22.2199,22.3344,21.8978,21.9566,73.2692,75.4076,75.9194,75.9836,77.5918,77.1482,82.5811,84.0261,86.7282,87.6741,89.2694,91.1015,96.0707,97.1054,93.4272,95.7431,99.3942,107.7327,98.1697,100.091,99.9513,102.4699,104.3007,107.2335,109.5831,114.4211,117.4069,120.2812,121.3741,129.0574,118.7964,125.3537
A,Annual,GRL,Greenland,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0859,84.9782,86.3217,84.0096,87.7888,92.7571,96.1308,106.6215,108.1368,109.9667,115.1032,116.7675,118.3686,113.4539,161.8536,179.2154,152.1251,205.972,208.0336,185.0237,178.1323,179.7624,194.8545,205.9365,207.6103,200.9916,215.666,224.3014,240.1746,272.3386,259.8334,222.1206
A,Annual,GTM,Guatemala,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,3114.3245,3215.1873,3330.8034,3402.6829,3463.3571,3434.2192,3281.6433,3601.239,3646.3356,13031.621,13565.9836,13441.8067,13696.3141,13545.7605,13203.0149,13051.316,13366.6791,13347.8016,13440.1371,14618.7343,14466.1074,14504.438,14563.6519,14523.0014,14592.915,14663.0911,14683.1519,14696.5382,14747.6916,25640.8695,25981.7603,26604.9612,27153.6313,27060.4754,27285.4656,27749.7415,27605.8995,29657.5521,28321.0799,29409.6611,27253.1331,28121.5494,29709.4914,27972.3006,29769.9318,28608.6292,29862.5735,29226.2129,30331.7784,30218.068,23348.9478,23744.8065,24220.9304,24061.8341,24730.66,20755.1196,21020.7654,21311.1971,21739.5575,22216.6073,22437.4817
A,Annual,GUF,French Guiana,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,8.8013,10.0245,8.3249,7.9193,7.9514,8.4201,7.5945,6.9369,7.0881,7.4711,6.4154,6.032,6.0593,5.6703,5.8284,5.974,7.9133,11.0341,15.8287,18.0691,24.4564,27.1992,37.2667,45.9268,51.3824,60.5324,64.6684,64.619,68.5207,3718.7156,3731.0298,3726.5751,3717.5006,3718.7965,3720.906,3741.5656,3747.9782,3783.551,3775.3275,3762.5263,3554.0126,3548.1676,3527.1986,3576.4316,3595.389,3568.9808,3496.8497,3475.2999,3496.153,3482.2714,2652.4503,2655.5388,2654.5209,2657.0009,2657.9642,2777.7158,2775.5442,2777.0862,2784.0576,2785.5267,2779.6446
A,Annual,GUM,Guam,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0073,5.1163,5.2306,5.3455,5.4542,5.5547,5.6459,5.7273,5.795,5.857,5.9072,5.9567,5.9685,5.9394,5.8803,5.8463,5.8332,5.8534,5.8721,5.9038,5.908,5.9031,5.8909,5.8808,5.8574,5.8643,6.1151,6.619,7.3558,7.7222,7.7377,7.5832
A,Annual,GUY,Guyana,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,1252.6631,1287.2864,1156.3761,1771.0576,1686.5594,1854.6524,1637.899,1614.2499,1558.9729,10712.8063,10693.8046,10647.0207,10730.2735,10871.7737,10990.7728,10808.4797,11038.4264,10875.8864,10500.8017,10591.0875,10567.3774,10569.8206,10400.6633,10491.5021,10306.331,10386.3797,10371.3379,10428.1809,10550.8831,6882.3276,7146.7086,7173.6167,7969.5077,8311.48,8980.6772,9286.2476,9629.022,9600.6969,9686.4331,9283.7564,10064.8838,9946.7987,10321.5816,10567.5343,10239.5756,10118.3383,10255.8392,10357.9872,10409.4936,10507.258,18219.579,18226.6127,18335.7114,18520.9471,18629.1076,15756.0101,15865.6583,15930.1636,16151.299,16150.2736,15866.2384
A,Annual,HKG,"Hong Kong SAR, China",FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,172.1591,173.1486,180.7866,157.3115,137.3054,141.3557,127.3882,159.7958,172.2374,9525.9708,9526.2501,9524.7729,9166.5619,9125.2936,9547.3599,9307.3356,9460.2854,9563.8687,9366.4024,9429.7264,9378.6178,9618.5573,9462.3699,9460.8008,9454.4748,9465.3267,9534.023,9475.2397,9494.827,6797.4561,7129.6342,7450.93,7711.4904,8253.1651,8465.6422,8428.3712,8342.6103,9228.2624,9441.5039,9316.6837,9616.0991,9695.4629,10335.4561,9877.7081,10260.5551,10224.9875,10636.5315,10606.6225,10722.346,10553.2942,11116.4202,11379.7411,11491.8375,12049.4916,11467.4723,11632.0748,11490.0486,11665.2283,11765.7004,11771.4898,11852.0458
A,Annual,HND,Honduras,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,3416.5848,3470.1724,3516.1961,3554.6311,3600.4726,3626.9074,3673.5978,3733.1415,3786.9905,13165.8401,13212.2585,13252.5296,13265.3492,13524.8888,13600.4841,13701.057,13800.4958,13843.7102,13888.5094,14040.5112,14103.9277,14133.4201,15034.6935,15413.5509,15280.8674,15159.2058,15126.1061,15077.0528,14967.9693,13580.1195,13607.8094,13628.8044,13108.8726,13502.9225,13698.5485,13361.3821,13933.9426,14026.6976,13195.2372,13681.3607,13108.7237,13372.7032,15607.0887,14339.3288,15618.3368,14988.5249,15272.985,15371.8501,15643.8526,15668.8087,16938.8024,16357.2305,16922.1725,17351.1509,17196.2421,16920.507,16765.3414,17299.3208,17388.981,18510.6555,17600.9575
A,Annual,HRV,Croatia,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6792.0916,6486.9935,6311.1005,6359.9701,6320.6284,7042.5912,6974.8397,7442.988,7299.1273,7565.6228,8181.3285,7817.5289,8635.5687,8591.2941,9007.5518,9262.0488,9283.9788,7761.2848,7884.0147,7974.5477,7542.6555,7830.9193,7871.6598,7930.7894,8349.6718,8628.2504,8111.694,8471.3941,8209.1889,8768.431
A,Annual,HTI,Haiti,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,2494.4472,2539.5787,2581.7097,2647.7494,2717.4905,2739.6746,2815.7072,2886.5405,2912.7741,3034.9584,3179.7556,3262.1341,3184.4447,3067.5135,3010.3898,3035.7465,3084.9657,3209.4438,3256.4754,3322.5318,3469.5609,3575.7294,3677.8425,3799.0669,3799.6964,3699.7106,3579.3613,3501.5794,3408.0665,6516.8668,6768.8308,7282.4329,6825.9013,6778.7225,6977.6692,7095.5158,7444.005,7347.9786,7575.8475,8252.6084,8366.6348,8538.6447,8695.1364,8777.1081,9008.9201,9084.5024,9200.7166,9278.7517,9348.9338,9394.1764,10051.2616,10145.2468,10267.1357,10502.69,10723.0786,10972.4068,11282.161,11488.6979,11911.4821,12188.8633,12600.4694
A,Annual,HUN,Hungary,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,9572.9781,9947.3181,9576.6457,10109.2156,10545.8034,10101.6612,10628.7321,11356.3881,11079.1917,36688.061,35625.4138,34668.2199,34116.0649,33823.3621,34570.7839,34438.6057,35771.6976,35588.0382,35527.0498,33838.1614,33445.7449,33669.9329,33710.167,33609.2703,32162.8845,31935.4698,31974.8228,31598.7958,27864.2892,30533.8866,28903.3393,25657.2325,25114.1619,24625.3801,23823.2433,24794.2094,24265.4842,24238.2338,24429.1511,24021.1107,24601.4606,24429.4063,25681.6089,25681.862,24048.3797,23933.8646,23480.1505,24269.5339,23606.9838,23449.7202,23346.8717,22987.6231,23890.6536,24514.593,24273.7934,25957.3982,26754.311,26674.9874,26576.2251,27116.5677,27030.1587
A,Annual,IDN,Indonesia,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,64591.2532,67607.7842,64080.39,65658.1209,68831.9872,70969.7114,68638.5536,75922.5808,72068.8776,82994.8001,84702.2987,83019.4123,85296.2524,86373.0358,85993.0013,85442.0518,86596.1,91472.8169,91651.0445,94483.7787,98316.8668,96838.191,103312.7234,109602.3185,111980.3699,114669.8129,114798.6179,117751.1611,121495.764,1360183.6754,1361116.8707,1372326.0953,1374538.5542,1376681.1451,1387298.6726,1218362.218,2189042.5735,1393173.9113,1262937.4868,1188942.6019,539922.4461,1042515.4566,681712.4298,1041874.0894,762227.2095,1174587.7381,596071.3414,593982.9646,985724.2905,601744.9027,1121268.4797,1146890.3368,1100109.616,1450100.7103,1489996.1791,821531.8014,797364.4581,989523.9824,1222263.7709,820826.6747,800941.9946
A,Annual,IMN,Isle of Man,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4269,32.3457,32.3833,28.6239,29.3005,31.685,33.4351,35.0172,36.6289,37.9546,39.2519,40.3759,42.4165,43.3288,44.0875,45.6232,45.5824,46.2479,48.4592,49.1659,49.9408,49.8057,53.5438,54.3882,53.6676,53.7148,55.5236,54.3961,51.311,53.0688,51.1774,49.6509
